"행정구역","2022년06월_총인구수","2022년06월_세대수","2022년06월_세대당 인구","2022년06월_남자 인구수","2022년06월_여자 인구수","2022년06월_남여 비율"
"서울특별시 구로구 구로제3동(1153054000)","23,614","13,625","          1.73","12,163","11,451","          1.06"
"서울특별시 구로구 구로제4동(1153055000)","19,420","10,595","          1.83","9,377","10,043","          0.93"
"서울특별시 구로구 구로제5동(1153056000)","29,509","15,597","          1.89","14,251","15,258","          0.93"
"서울특별시 구로구 가리봉동(1153059500)","9,050","6,140","          1.47","4,938","4,112","          1.20"
"서울특별시 구로구 고척제1동(1153072000)","21,876","9,437","          2.32","10,884","10,992","          0.99"
"서울특별시 구로구 고척제2동(1153073000)","26,433","11,494","          2.30","13,095","13,338","          0.98"
"서울특별시 구로구 개봉제1동(1153074000)","33,591","14,950","          2.25","16,741","16,850","          0.99"
"서울특별시 구로구 개봉제2동(1153075000)","30,541","12,533","          2.44","14,896","15,645","          0.95"
"서울특별시 구로구 개봉제3동(1153076000)","20,201","8,863","          2.28","9,808","10,393","          0.94"
"서울특별시 구로구 오류제1동(1153077000)","22,388","12,138","          1.84","10,826","11,562","          0.94"
"서울특별시 구로구 오류제2동(1153078000)","38,252","15,719","          2.43","18,373","19,879","          0.92"
"서울특별시 구로구 수궁동(1153079000)","23,256","9,997","          2.33","11,452","11,804","          0.97"
"서울특별시 구로구 항동(1153080000)","16,498","6,284","          2.63","8,048","8,450","          0.95"
"서울특별시 금천구 (1154500000)","231,565","119,627","          1.94","116,811","114,754","          1.02"
"서울특별시 금천구 가산동(1154551000)","24,067","17,286","          1.39","12,997","11,070","          1.17"
"서울특별시 금천구 독산제1동(1154561000)","45,827","24,174","          1.90","23,473","22,354","          1.05"
"서울특별시 금천구 독산제2동(1154562000)","18,588","9,556","          1.95","9,402","9,186","          1.02"
"서울특별시 금천구 독산제3동(1154563000)","24,241","12,932","          1.87","12,132","12,109","          1.00"
"서울특별시 금천구 독산제4동(1154564000)","15,069","7,733","          1.95","7,596","7,473","          1.02"
"서울특별시 금천구 시흥제1동(1154567000)","32,733","16,266","          2.01","16,235","16,498","          0.98"
"서울특별시 금천구 시흥제2동(1154568000)","20,932","8,223","          2.55","10,039","10,893","          0.92"
"서울특별시 금천구 시흥제3동(1154569000)","10,741","4,746","          2.26","5,318","5,423","          0.98"
"서울특별시 금천구 시흥제4동(1154570000)","20,291","9,293","          2.18","10,030","10,261","          0.98"
"서울특별시 금천구 시흥제5동(1154571000)","19,076","9,418","          2.03","9,589","9,487","          1.01"
"서울특별시 영등포구 (1156000000)","376,437","188,759","          1.99","185,460","190,977","          0.97"
"서울특별시 영등포구 영등포본동(1156051500)","21,224","10,509","          2.02","10,877","10,347","          1.05"
"서울특별시 영등포구 영등포동(1156053500)","29,481","20,735","          1.42","15,317","14,164","          1.08"
"서울특별시 영등포구 여의동(1156054000)","32,746","13,405","          2.44","15,362","17,384","          0.88"
"서울특별시 영등포구 당산제1동(1156055000)","20,367","10,933","          1.86","9,943","10,424","          0.95"
"서울특별시 영등포구 당산제2동(1156056000)","37,514","19,116","          1.96","17,593","19,921","          0.88"
"서울특별시 영등포구 도림동(1156058500)","17,822","9,566","          1.86","8,995","8,827","          1.02"
"서울특별시 영등포구 문래동(1156060500)","32,514","13,186","          2.47","15,895","16,619","          0.96"
"서울특별시 영등포구 양평제1동(1156061000)","18,378","9,895","          1.86","8,981","9,397","          0.96"
"서울특별시 영등포구 양평제2동(1156062000)","22,322","10,831","          2.06","10,924","11,398","          0.96"
"서울특별시 영등포구 신길제1동(1156063000)","17,375","10,774","          1.61","8,863","8,512","          1.04"
"서울특별시 영등포구 신길제3동(1156065000)","16,480","7,652","          2.15","8,154","8,326","          0.98"
"서울특별시 영등포구 신길제4동(1156066000)","12,380","5,776","          2.14","6,155","6,225","          0.99"
"서울특별시 영등포구 신길제5동(1156067000)","10,413","4,764","          2.19","5,070","5,343","          0.95"
"서울특별시 영등포구 신길제6동(1156068000)","19,099","9,243","          2.07","9,342","9,757","          0.96"
"서울특별시 영등포구 신길제7동(1156069000)","19,948","7,908","          2.52","9,960","9,988","          1.00"
"서울특별시 영등포구 대림제1동(1156070000)","14,306","7,101","          2.01","7,102","7,204","          0.99"
"서울특별시 영등포구 대림제2동(1156071000)","11,884","6,944","          1.71","5,853","6,031","          0.97"
"서울특별시 영등포구 대림제3동(1156072000)","22,184","10,421","          2.13","11,074","11,110","          1.00"
"서울특별시 동작구 (1159000000)","385,898","187,380","          2.06","186,506","199,392","          0.94"
"서울특별시 동작구 노량진제1동(1159051000)","31,928","16,349","          1.95","16,072","15,856","          1.01"
"서울특별시 동작구 노량진제2동(1159052000)","10,639","6,917","          1.54","5,504","5,135","          1.07"
"서울특별시 동작구 상도제1동(1159053000)","44,361","22,127","          2.00","21,517","22,844","          0.94"
"서울특별시 동작구 상도제2동(1159054000)","27,887","12,632","          2.21","13,352","14,535","          0.92"
"서울특별시 동작구 상도제3동(1159055000)","24,340","12,135","          2.01","11,580","12,760","          0.91"
"서울특별시 동작구 상도제4동(1159056000)","28,464","14,229","          2.00","13,815","14,649","          0.94"
"서울특별시 동작구 흑석동(1159060500)","31,180","14,081","          2.21","15,152","16,028","          0.95"
"서울특별시 동작구 사당제1동(1159062000)","22,793","13,628","          1.67","10,886","11,907","          0.91"
"서울특별시 동작구 사당제2동(1159063000)","28,512","12,571","          2.27","13,659","14,853","          0.92"
"서울특별시 동작구 사당제3동(1159064000)","24,205","10,534","          2.30","11,746","12,459","          0.94"
"서울특별시 동작구 사당제4동(1159065000)","14,144","7,263","          1.95","6,744","7,400","          0.91"
"서울특별시 동작구 사당제5동(1159065100)","14,372","6,660","          2.16","6,885","7,487","          0.92"
"서울특별시 동작구 대방동(1159066000)","37,735","17,348","          2.18","17,883","19,852","          0.90"
"서울특별시 동작구 신대방제1동(1159067000)","23,145","10,315","          2.24","11,083","12,062","          0.92"
"서울특별시 동작구 신대방제2동(1159068000)","22,193","10,591","          2.10","10,628","11,565","          0.92"
"서울특별시 관악구 (1162000000)","486,946","281,423","          1.73","244,722","242,224","          1.01"
"서울특별시 관악구 보라매동(1162052500)","24,450","13,131","          1.86","12,034","12,416","          0.97"
"서울특별시 관악구 청림동(1162054500)","15,008","6,460","          2.32","7,265","7,743","          0.94"
"서울특별시 관악구 성현동(1162056500)","28,902","12,304","          2.35","13,950","14,952","          0.93"
"서울특별시 관악구 행운동(1162057500)","29,248","18,156","          1.61","14,171","15,077","          0.94"
"서울특별시 관악구 낙성대동(1162058500)","17,252","11,728","          1.47","8,664","8,588","          1.01"
"서울특별시 관악구 청룡동(1162059500)","35,760","23,824","          1.50","17,293","18,467","          0.94"
"서울특별시 관악구 은천동(1162060500)","32,895","16,077","          2.05","16,053","16,842","          0.95"
"서울특별시 관악구 중앙동(1162061500)","15,331","10,091","          1.52","7,373","7,958","          0.93"
"서울특별시 관악구 인헌동(1162062500)","25,941","14,743","          1.76","12,595","13,346","          0.94"
"서울특별시 관악구 남현동(1162063000)","18,062","9,814","          1.84","8,713","9,349","          0.93"
"서울특별시 관악구 서원동(1162064500)","22,894","14,703","          1.56","11,944","10,950","          1.09"
"서울특별시 관악구 신원동(1162065500)","17,931","11,264","          1.59","9,067","8,864","          1.02"
"서울특별시 관악구 서림동(1162066500)","23,273","14,637","          1.59","12,877","10,396","          1.24"
"서울특별시 관악구 신사동(1162068500)","22,828","14,351","          1.59","11,456","11,372","          1.01"
"서울특별시 관악구 신림동(1162069500)","23,000","18,695","          1.23","12,141","10,859","          1.12"
"서울특별시 관악구 난향동(1162071500)","15,173","6,300","          2.41","7,416","7,757","          0.96"
"서울특별시 관악구 조원동(1162072500)","17,523","11,045","          1.59","8,793","8,730","          1.01"
"서울특별시 관악구 대학동(1162073500)","23,487","16,378","          1.43","14,225","9,262","          1.54"
"서울특별시 관악구 삼성동(1162074500)","20,972","10,072","          2.08","10,470","10,502","          1.00"
"서울특별시 관악구 미성동(1162076500)","30,485","14,504","          2.10","14,916","15,569","          0.96"
"서울특별시 관악구 난곡동(1162077500)","26,531","13,146","          2.02","13,306","13,225","          1.01"
"서울특별시 서초구 (1165000000)","407,672","169,518","          2.40","194,819","212,853","          0.92"
"서울특별시 서초구 서초1동(1165051000)","20,588","9,508","          2.17","9,938","10,650","          0.93"
"서울특별시 서초구 서초2동(1165052000)","26,543","11,647","          2.28","12,661","13,882","          0.91"
"서울특별시 서초구 서초3동(1165053000)","32,164","15,268","          2.11","15,342","16,822","          0.91"
"서울특별시 서초구 서초4동(1165053100)","30,586","10,884","          2.81","14,927","15,659","          0.95"
"서울특별시 서초구 잠원동(1165054000)","26,611","10,759","          2.47","12,815","13,796","          0.93"
"서울특별시 서초구 반포본동(1165055000)","391","205","          1.91","183","208","          0.88"
"서울특별시 서초구 반포1동(1165056000)","34,437","15,048","          2.29","16,733","17,704","          0.95"
"서울특별시 서초구 반포2동(1165057000)","15,721","5,001","          3.14","7,476","8,245","          0.91"
